Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Bob Brawn,897.0,1341.45918,1127.0,1127.0,1127.0
Gordon Ross Clark,141.0,156.661,224.31448,297.50356,0.0
Tom Mcewan,1055.0,1067.84202,1074.14988,1099.19306,1154.28643
Alison Mulholland,609.0,616.8305,621.72851,658.45448,682.31976
Louise Ramsay,164.0,171.83050000000003,188.22868000000005,0.0,0.0
Caroline Shiers,1641.0,1127.0,1127.0,1127.0,1127.0
