Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Adam Bellshaw,351.0,372.57622000000003,374.76322000000005,385.39679,440.75856,0.0
Hugh Cole,45.0,48.62786,49.053110000000004,0.0,0.0,0.0
Robert Macintyre,609.0,609.0,572.0,572.0,572.0,572.0
Len Scoullar,707.0,572.0,572.0,572.0,572.0,572.0
Isobel Strong,359.0,409.5991,440.70309999999995,450.84005,515.07839,673.82494
Peter Wallace,216.0,244.45006,245.23980999999998,264.62169,0.0,0.0
