Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Maureen Devlin,1362.0,1362.0,1313.0,1313.0,1313.0
James Ferguson,106.0,134.4837,140.02308,0.0,0.0
Kenny Mccreary,1851.0,1313.0,1313.0,1313.0,1313.0
James Mcguigan,1132.0,1150.31095,1158.0804699999999,1218.99413,1549.9077899999997
Colin Robb,450.0,700.8309500000001,717.9167000000002,756.7527,773.54982
Phil Sykes,347.0,352.81300000000005,354.50359000000003,369.48055999999997,0.0
