Candidate,Round 1,Round 2
Chris Costello,988.0,988.0
Trevor Douglas,642.0,646.3486800000001
Lesley Jarvie,1468.0,936.0
Jim Logue,986.0,986.0
Julie Marshall,117.0,132.94516
Janice Catherine Toner,478.0,950.55656
