Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Janet Cowan,127.0,133.14396999999997,0.0,0.0,0.0
Mairi Evans,1145.0,810.0,810.0,810.0,810.0
Jane Ferguson,486.0,495.6548100000001,533.41023,617.7028,645.56731
Jim Houston,459.0,736.6489300000001,752.98949,799.08547,812.63387
Douglas Murray,390.0,400.82509000000016,429.41023000000007,0.0,0.0
Bob Myles,631.0,641.8250899999999,666.9953700000001,878.2136399999998,810.0
