Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Ian Alexander Brown,403.0,436.3375799999999,507.99125999999995,642.0481199999999,642.9640300000001
Johannes Butscher,163.0,224.56502000000003,0.0,0.0,0.0
Danny Gibson,858.0,892.5542800000001,929.12446,957.5844999999999,978.26621
Benjamin Kerr,302.0,320.49384000000003,333.17058000000003,0.0,0.0
Corrie Mcchord,862.0,925.7550799999999,961.5686000000001,992.24534,967.0
Steven Paterson,1278.0,967.0,967.0,967.0,967.0
