Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Raymond Bremner,1059.0,1059.0,837.0,837.0,837.0
Bill Fernie,438.0,518.94437,571.14224,669.32974,0.0
Andrew Jarvie,632.0,700.1636800000001,705.1948000000002,755.30795,873.3943999999999
Neil Macdonald,272.0,347.70101,385.01515,0.0,0.0
A.I. Willie Mackay,534.0,635.5901000000001,699.9465099999999,801.9268400000001,1125.4482600000001
Jan Mcewan,1245.0,837.0,837.0,837.0,837.0
