Candidate,Round 1,Round 2,Round 3,Round 4
Steven Coutts,175.0,251.3976400000001,275.91578000000004,325.4702
Catherine Hughson,194.0,255.61100000000002,274.71840000000003,320.46876
Debra Jane Nicolson,81.0,107.28735999999999,132.8055,0.0
Gary Robinson,179.0,204.46588000000003,209.28735999999998,217.57328
Theo Smith,521.0,307.0,307.0,307.0
Ian Tinkler,75.0,90.60812,0.0,0.0
