Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Marjory Borthwick,412.0,428.88785,430.85898,434.62748999999997,0.0,0.0
Marion Fellows,1118.0,1118.0,1042.0,1042.0,1042.0,1042.0
Jim Hume,674.0,701.9166500000001,769.88665,780.16927,888.67129,1020.90864
Sam Love,1590.0,1042.0,1042.0,1042.0,1042.0,1042.0
Frank Mckay,932.0,1296.9843500000002,1296.9843500000002,1042.0,1042.0,1042.0
James Robertson,482.0,558.5123,559.8717,769.17546,837.23334,0.0
