Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Laurie Bidwell,1257.0,1267.2601,1465.42545,1469.5584099999999,1768.15746
Kevin Malcolm Cordell,1260.0,1265.13005,1378.8941,1451.8169,1674.0319399999998
Craig Robertson Duncan,931.0,949.5554999999999,0.0,0.0,0.0
Ken Guild,1445.0,1456.89735,1606.42545,1518.0,1518.0
Derek Scott,1704.0,1518.0,1518.0,1518.0,1518.0
Rod Wallace,991.0,1109.1003,1383.3042,1388.53588,0.0
