Candidate,Round 1,Round 2,Round 3,Round 4
William Gordon Blair,918.0,872.0,872.0,872.0
Alex Mcnaughton,389.0,391.6052,400.72599999999994,428.52779999999996
Yvonne Mcneilly,912.0,912.0,872.0,872.0
Alison Mulholland,287.0,323.0219,323.3727,344.8111
Alan Reid,791.0,794.4569,810.72525,899.06795
Susanna Rice,187.0,188.2024,191.2719,0.0
