Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
John Cairns,627.0,666.56645,672.9671200000003,0.0,0.0
Stephen Canning,1048.0,1052.2326900000003,1054.00946,1139.06431,2086.26469
Ellen Freel,812.0,872.54587,883.7229300000004,1216.32249,1274.52949
Wendy Hannah,998.0,1004.0729900000001,1007.4482200000002,1063.0778799999998,0.0
John Mcfadzean,1516.0,1237.0,1237.0,1237.0,1237.0
John Mcghee,1183.0,1270.2302200000001,1237.0,1237.0,1237.0
