Candidate,Round 1,Round 2
Michelle Campbell,1213.0,1213.0
Robert Irwin,112.0,166.9984
Alan Jelfs,187.0,442.5808
Alec Leishman,1054.0,1236.7888
Sam Mullin,1998.0,1190.0
Iain Nicolson,1381.0,1381.0
