Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Timothy Billings,788.0,820.0,872.0,891.0,1038.0,1335.0
Steve Garraway,625.0,662.0,689.0,825.0,951.0,0.0
Aaran Mcdonald,243.0,260.0,0.0,0.0,0.0,0.0
Ellen Mcmaster,229.0,0.0,0.0,0.0,0.0,0.0
Ronna Park,241.0,272.0,321.0,0.0,0.0,0.0
Tom Young,305.0,375.0,436.0,519.0,0.0,0.0
