Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Donald Finlayson Crichton,590.0,321.0,321.0,321.0,321.0
Ruaraidh Ferguson,80.0,110.54731,113.54862999999999,132.73805,0.0
Iain C Maciver,78.0,115.38626,119.2067,137.63554,170.26502
John A Maciver,230.0,271.03369999999995,276.53718,298.66753,335.75609
Allan Cameron Maclachlan,74.0,98.16429,104.99731,0.0,0.0
Calum Maclean,230.0,344.8943599999999,321.0,321.0,321.0
