Candidate,Round 1,Round 2,Round 3,Round 4
Helen Armstrong,301.0,309.0883,0.0,0.0
Kenneth James Baird,872.0,873.1352,928.1351999999999,1485.77375
Louise D'Arcy-Greig,609.0,610.4190000000002,677.419,0.0
John Hackett,1284.0,1314.29565,1387.4951,1431.637
Robert Hogg,1064.0,1097.9850500000002,1169.1068500000001,1210.2487499999997
Peter Smaill,1522.0,1414.0,1414.0,1414.0
