Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Yvonne Allan,1134.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0
William Brown,61.0,67.32788,71.32788000000001,72.32788000000001,0.0,0.0,0.0,0.0,0.0,0.0
Graham Robert Dickson,706.0,726.2005400000002,726.2005400000002,729.4439200000002,734.17406,741.6608200000001,755.1475800000001,768.6343400000001,804.3644800000001,862.13122
Alan Donnelly,657.0,663.81464,663.81464,667.81464,677.05802,684.7881600000001,690.7881600000001,715.2749200000001,819.5183,890.52336
David Fryer,169.0,173.86760000000004,177.11098,177.11098,197.57126000000002,234.5183,257.00506,0.0,0.0,0.0
Suzanne Kelly,91.0,101.22196000000004,108.22196000000001,111.22196000000001,124.9521,0.0,0.0,0.0,0.0,0.0
Jim Kiddie,619.0,631.6557600000001,631.6557600000001,634.6557600000001,640.1425200000001,649.6028000000001,667.6028000000001,692.57632,730.06308,797.82982
Hamish Hay Mackay,21.0,21.48676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Reekie,131.0,137.32788000000002,139.57126000000002,139.81464000000003,139.81464,154.3014,0.0,0.0,0.0,0.0
Richard Robertson,331.0,335.86760000000004,335.86760000000004,335.86760000000004,340.86760000000004,346.35436000000004,376.32788000000005,400.81464000000005,0.0,0.0
Kathryn Russell,345.0,523.6409200000003,524.6409200000002,527.3710600000002,531.3445800000002,548.2916200000002,575.4290800000001,610.3761200000001,704.54006,0.0
Billy Watson,23.0,24.94704,24.94704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
