Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Saqib Ahmed,2598.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0
William Graham,2494.0,2494.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0
Christopher Ho,46.0,52.66036000000001,56.70202000000001,60.05391000000004,0.0,0.0,0.0,0.0,0.0,0.0
Rashid M Hussain,1278.0,1957.3567199999966,1957.3567199999966,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0,1774.0
Tahir Jameel,92.0,99.929,116.96171000000002,123.03704000000003,129.14444000000003,131.17415000000005,140.86145000000002,0.0,0.0,0.0
Paul Laird,91.0,96.39172,106.20718000000001,111.56987000000004,120.93342000000003,130.49858,0.0,0.0,0.0,0.0
Chris Mcfadyen,349.0,361.36924000000005,419.39593000000013,431.15415,435.6126100000001,449.97220000000004,477.42251,511.37832999999995,539.67569,0.0
Awais Qureshi,120.0,130.14912,135.34554000000003,152.13550000000004,156.74457,160.78649000000001,164.81604,172.28167,0.0,0.0
Roza Salih,917.0,930.6378799999998,1486.0774399999982,1510.714649999998,1512.1906799999983,1518.6312199999995,1527.5017899999996,1573.26318,1597.21667,1854.7856299999999
Eric Stevenson,51.0,54.80592000000001,57.40413,64.02372,70.36415000000002,0.0,0.0,0.0,0.0,0.0
Matt Ventisei,833.0,859.32428,862.4998699999999,882.92066,891.12014,898.15555,920.1436799999997,925.8256299999999,958.95339,982.72256
