Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Malcolm Balfour,1342.0,1388.49532,1388.4953199999995,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0
Paul Carey,2075.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0
John Docherty,639.0,665.0235000000001,675.9446399999999,705.1555800000001,708.5350500000001,713.3251499999998,716.72037,747.3561,807.40387,854.03123
Jon Findlay,1198.0,1551.5726199999995,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0,1355.0
Judith Fisher,881.0,1079.1255800000004,1234.8396499999997,1235.8847299999998,1241.2317099999996,1243.3605499999996,1246.8673099999999,1274.1397900000002,1328.04632,1378.35759
Gerrard O'Neill Mccue,20.0,26.245639999999998,27.77624,28.05929,30.059289999999997,0.0,0.0,0.0,0.0,0.0
Paul Mcgarry,133.0,138.89866,142.24687,142.64953000000003,143.1232,146.29384,150.29384,0.0,0.0,0.0
Martyn Anthony Mcintyre,245.0,247.77584000000002,251.41622,251.72978000000003,252.72977999999998,255.14182,260.14182000000005,292.08916,315.90981,0.0
Eric Stevenson,25.0,26.387919999999998,26.98257999999999,27.071679999999994,0.0,0.0,0.0,0.0,0.0,0.0
James Trolland,34.0,34.34698,35.233810000000005,35.347030000000004,39.497840000000004,44.995630000000006,0.0,0.0,0.0,0.0
Alastair Whitelaw,178.0,183.20470000000003,187.39579000000003,187.74184,195.93660000000006,199.41027,215.91643000000005,251.08694,0.0,0.0
