Candidate,Round 1,Round 2,Round 3,Round 4
Tony Berretti,1161.0,994.0,994.0,994.0
Jim Dempster,1087.0,1087.0,994.0,994.0
Callum Jamieson,504.0,595.3384,630.15725,664.04557
Kyle Thornton,591.0,596.6097599999999,612.9498100000001,0.0
Andrew Wood,629.0,631.8768,642.8272,1139.94406
