Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Helen Coffey,1381.0,935.0,935.0,935.0,935.0
Elaine Cowan,481.0,884.36455,886.3292600000001,893.5946700000001,0.0
Ian Grant,971.0,971.0,935.0,935.0,935.0
Maureen Mckay,865.0,885.34585,900.80404,924.85949,1300.42805
Lisa Murray,41.0,44.2295,47.97357,0.0,0.0
