Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Bill Fernie,244.0,320.59288000000004,338.21594999999996,373.55855,488.25541
Neil Macdonald,409.0,506.23168000000004,432.0,432.0,432.0
Gail Elizabeth Ross,798.0,432.0,432.0,432.0,432.0
Andrew Sinclair,123.0,154.18752,166.99498999999997,0.0,0.0
Graeme Smith,153.0,189.69119999999998,202.99921,232.29206,0.0
