Candidate,Round 1,Round 2,Round 3,Round 4
Sarah Fanet,1341.0,1341.0,801.0,801.0
Fiona Fawcett,404.0,551.722,570.64796,0.0
Angus Macdonald,1500.0,801.0,801.0,801.0
Thomas Maclennan,373.0,640.484,724.64412,1057.44236
Kate Willis,385.0,500.568,798.5511999999999,837.558
