Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Ian James,972.0,972.4005399999999,1698.5722,1290.0,1290.0
Anne Jarvis,828.0,828.54359,0.0,0.0,0.0
Melanie Jane Kinney,1069.0,1101.18625,1107.3293,1114.8407699999998,0.0
Grant Laing,1328.0,1290.0,1290.0,1290.0,1290.0
Claire Mclaren,962.0,964.91822,1020.0612699999999,1231.26037,1821.0859
