Candidate,Round 1,Round 2
Alan Brown,387.0,441.34856
Billy Hendry,1279.0,1315.9696599999997
Cathy Mcinnes,633.0,692.72022
Anne Mcnair,1384.0,1384.0
Una Walker,1557.0,1311.0
