Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Gordon Hughes,1257.0,1257.0,1055.0,1055.0,1055.0
John Mcluckie,1361.0,1055.0,1055.0,1055.0,1055.0
Rosie Murray,483.0,712.3266,725.3433,905.98827,1176.49568
Alan Rust,550.0,565.5132699999999,573.54827,0.0,0.0
Ricky Wilson,568.0,592.50647,757.8667700000001,862.90363,0.0
