Candidate,Round 1,Round 2
Jim Boyland,356.0,427.44928000000004
Christopher Curley,1194.0,1194.0
Stephen Mccabe,953.0,1128.06944
Jacci Stoyle,150.0,318.71008
David Wilson,1767.0,1106.0
