Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Fiona Airlie-Nicolson,2384.0,1642.0,1642.0,1642.0,1642.0
Mark Dougan,902.0,915.3833199999999,928.2449500000001,1029.97512,0.0
James Maclaren,1353.0,1381.3228399999998,1404.97253,1573.56604,2514.05641
Colin Alan Mcculloch,1534.0,1821.27452,1642.0,1642.0,1642.0
Grant Toghill,392.0,579.3664799999999,676.95894,0.0,0.0
