Candidate,Round 1,Round 2
Jim Macleod,1426.0,1426.0
Stephen Mccabe,1607.0,1122.0
James Mccolgan,812.0,1233.3128000000002
John Watson,313.0,332.91880000000003
David Wilson,1447.0,1447.0
