Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Irene Anderson,933.0,1005.9547,1063.7618499999999,1120.09267,0.0
Gordon Cochrane,124.0,171.13996,198.00411,0.0,0.0
Gordon Alexander Mccaskill,1052.0,1074.28726,1141.23666,1204.8193,1535.78224
Mary Montague,1528.0,1283.0,1283.0,1283.0,1283.0
Ralph Robertson,1493.0,1493.0,1283.0,1283.0,1283.0
