Candidate,Round 1,Round 2,Round 3
Stewart Macdonald,1572.0,1572.0,1348.0
Josephine Macleod,644.0,663.6107999999999,692.82125
Pamela Marshall,2095.0,1348.0,1348.0
Alan Mcmanus,72.0,180.7508,199.13201
Susan Murray,1006.0,1307.6497600000002,1404.40047
