Candidate,Round 1,Round 2,Round 3,Round 4
Max Bannerman,546.0,613.8307500000001,615.3816300000001,635.0764300000001
Harry Christian,53.0,80.43377000000001,84.56945,0.0
Richard Gale,1151.0,804.0,804.0,804.0
Jim Mcgillivray,611.0,775.6026199999999,796.5682200000001,834.0873300000001
Leslie-Anne Niven,853.0,853.0,804.0,804.0
