Candidate,Round 1,Round 2,Round 3,Round 4
John Crowther,972.0,790.0,790.0,790.0
Georgina Halfnight,205.0,207.24687999999998,220.05542999999997,0.0
Natasha Mcguire,891.0,891.0,790.0,790.0
Irene Mcleod,359.0,506.54512,521.5073199999999,528.04973
Tommy Mcvey,730.0,743.1068,777.90525,915.98753
