Candidate,Round 1,Round 2,Round 3,Round 4
Derek Davidson,1615.0,1615.0,1469.0,1469.0
Ryan Houghton,1240.0,1455.15054,1462.20174,1484.11596
Logan Andrew Machell,627.0,802.0858499999999,835.35305,1036.90071
Harry Rafferty,244.0,345.58133999999995,416.54534,0.0
Ian Yuill,2146.0,1469.0,1469.0,1469.0
