Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Iain Maclean Macaulay,249.0,321.26037,321.26037,283.0,283.0
Neil Mackay,145.0,190.11052,251.3658,269.70515,357.65915
Roddie Mackay,398.0,398.0,283.0,283.0,283.0
Lesley Mckenzie,134.0,163.65599000000003,176.36935,183.17086,0.0
Gordon Murray,486.0,283.0,283.0,283.0,283.0
