Candidate,Round 1,Round 2,Round 3,Round 4
James Calder,518.0,570.94336,572.79664,722.2877100000001
William Campbell,844.0,913.28135,949.3781899999999,988.20115
Helen Law,997.0,997.0,955.0,955.0
David Mogg,1204.0,955.0,955.0,955.0
Graeme Whyte,253.0,269.95842,270.67446,0.0
