Candidate,Round 1,Round 2,Round 3,Round 4
Tim Brett,1182.0,1185.2551999999998,1369.42735,1195.0
Bill Connor,1214.0,1195.0,1195.0,1195.0
Andrew Macqueen,590.0,591.11115,0.0,0.0
Jane O'Neill,798.0,802.8045500000001,870.1958,886.935
Margaret Taylor,994.0,997.13,1146.2865,1287.299
