Candidate,Round 1,Round 2,Round 3,Round 4
Peter Jonathan Horton,167.0,304.05604,0.0,0.0
Margo Howe,728.0,768.67706,810.2050200000001,1335.01872
Anita Dawn Mcdonald,612.0,676.1304999999999,708.1926199999999,0.0
Sean Murray Morton,512.0,583.4597,714.72684,793.88834
Douglas Ross,1318.0,835.0,835.0,835.0
