Candidate,Round 1,Round 2
John Knapp,1073.0,1073.0
Clare Maitland,593.0,914.5084400000001
Billy Mcclure,382.0,387.34276
Caitlin O'Brien,24.0,29.342760000000002
Jim Todd,1190.0,816.0
