Candidate,Round 1,Round 2,Round 3,Round 4
Natalie Don,1783.0,1783.0,1404.0,1404.0
Elliot Alexander Harrison,212.0,537.68416,578.49568,733.7036
Ellen Höfer-Franz,170.0,230.7284,406.94064000000003,0.0
James Maclaren,2552.0,1404.0,1404.0,1404.0
Colin Mcculloch,896.0,1212.68736,1288.9964,1407.3426399999998
