Candidate,Round 1,Round 2,Round 3,Round 4
Lisa Courts,257.0,356.36549,438.40928999999994,500.93985
Doug Fairbairn,1573.0,1095.0,1095.0,1095.0
Gail Macgregor,1407.0,1407.0,1095.0,1095.0
Stephen Thompson,1308.0,1308.0,1308.0,1095.0
Adam Wilson,925.0,998.84041,1055.8275899999999,1126.98867
