Candidate,Round 1,Round 2,Round 3,Round 4
John B Cox,1037.0,830.0,830.0,830.0
Ian Gray,803.0,959.6938500000001,830.0,830.0
Alistair Francis Mason,369.0,377.78284,405.80206,508.55358
Colin Murray,342.0,350.38362000000006,375.35175000000004,0.0
Mike Roy,768.0,780.3758200000001,793.4510500000001,880.31177
