Candidate,Round 1,Round 2,Round 3,Round 4
Margaret Gambles,179.0,183.16952,184.95316,0.0
Joe Mackay,557.0,596.9579,607.1876,728.63672
Gordon Mcdonald,967.0,631.0,631.0,631.0
Linda Scobie Mcdonald,169.0,449.05276,451.72821999999996,457.51797999999997
Anne Mckay,648.0,648.0,631.0,631.0
