Candidate,Round 1,Round 2,Round 3,Round 4
Peter Campbell,299.0,299.0,299.0,299.0
Cecil Laing Smith,429.0,299.0,299.0,299.0
Frances Valente,180.0,220.60602,268.3458,0.0
Amanda Westlake,190.0,242.42419,271.11627999999996,408.83193
Beatrice Wishart,394.0,394.0,299.0,299.0
