Candidate,Round 1,Round 2,Round 3,Round 4
Isobel Davidson,1087.0,1703.86149,1104.0,1104.0
Anouk Kahanov-Kloppert,768.0,793.5535,843.8815400000001,1024.69749
John P Morgan,415.0,548.38927,835.99301,0.0
Gillian Owen,2258.0,1104.0,1104.0,1104.0
Richard Gordon Thomson,987.0,1034.0184399999998,1093.7422000000001,1264.3382000000001
