Candidate,Round 1,Round 2
Morag Daly,97.0,155.40505
John Dempsey,872.0,1197.54467
Charles Kennedy,2032.0,1000.0
Andrew Lothian,183.0,253.08606
David Ritchie,813.0,1065.9192600000001
