Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Gary Scott Coull,1319.0,777.0,777.0,777.0,777.0
Stewart Cree,474.0,591.5202600000001,706.14937,752.48575,964.80697
Valery Jane Dickson,312.0,336.24369,0.0,0.0,0.0
Ron Shepherd,702.0,750.4873799999999,866.6510299999999,777.0,777.0
Hazel Thain,300.0,615.16797,633.5098,650.62798,0.0
