Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Lorna Douglas,873.0,873.0,773.0,773.0,773.0
Graham Archibald Hardie,258.0,356.81634,383.27508,589.64399,864.25989
Aileen Morton,694.0,1075.63552,1075.63552,773.0,773.0
Gary Mulvaney,1789.0,773.0,773.0,773.0,773.0
James Robb,247.0,478.13937,510.55419,558.63736,0.0
