Candidate,Round 1,Round 2,Round 3,Round 4
Ann Gaunt,563.0,700.0627099999999,700.90049,851.69828
Tom Gray,770.0,790.07084,783.0,783.0
Murray Lyle,1064.0,783.0,783.0,783.0
Dave Maclurg,312.0,327.05313,327.35758999999996,0.0
Brian Sculthorp,419.0,426.39452000000006,431.76524,480.96936
