Candidate,Round 1,Round 2,Round 3,Round 4
Chas Booth,1695.0,2213.40359,1904.0,1904.0
Sanne Dijkstra-Downie,403.0,448.95011,552.2517700000001,0.0
Adam Mcvey,2753.0,1904.0,1904.0,1904.0
Gordon John Munro,1549.0,1690.2426200000002,1821.63992,2106.0404900000003
Paul Penman,1213.0,1236.43764,1246.4832000000001,1354.85724
