Candidate,Round 1,Round 2,Round 3,Round 4
David Aitchison,826.0,850.87658,910.22126,0.0
Adrian Mahoney,852.0,900.07231,1010.76167,1780.84677
Lynn Munro,385.0,401.47233000000006,0.0,0.0
Ann Ritchie,1526.0,1013.0,1013.0,1013.0
Sandy Turner,462.0,848.25933,915.9912400000001,956.05081
