Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Alison Ann-Dowling,1568.0,1122.0,1122.0,1122.0,1122.0
Connor Cunningham,515.0,909.2199800000001,1030.1581,1032.33376,0.0
Audrey Doig,1172.0,1172.0,1172.0,1122.0,1122.0
Robert Innes,1020.0,1033.08378,1038.16922,1082.70626,1381.69864
David Mcgonigle,1334.0,1334.0,1122.0,1122.0,1122.0
