Candidate,Round 1,Round 2,Round 3,Round 4
Julie Jemima Buchan,118.0,139.6125,146.87304,169.39695999999998
Mark Robert Burgess,260.0,260.0,244.0,244.0
Brian Nugent,84.0,93.26249999999999,95.78523,0.0
Davie Sandison,320.0,244.0,244.0,244.0
Ian Scott,191.0,214.03750000000002,217.17553000000004,263.51777
