Candidate,Round 1,Round 2
Peter Argyle,900.0,1307.70135
Geva Blackett,1364.0,1364.0
Paul Gibb,2093.0,1190.0
Claire Millar,176.0,238.98878
Anne Reid,226.0,338.17179999999996
