Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Stephen Ferguson,66.0,79.6609,92.98958999999999,0.0,0.0
Stephen Leask,310.0,233.0,233.0,233.0,233.0
Gary Robinson,301.0,301.0,233.0,233.0,233.0
Arwed Wenger,136.0,164.81208,189.88809000000003,220.97349,312.09935
Marie Williamson,115.0,133.6285,146.27945999999997,173.0266,0.0
