Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
James Moar,111.0,205.53893,214.32224,284.33507000000003,378.23679
Eric Page,195.0,216.37815,223.58871999999997,251.99893,0.0
Raymie Peace,642.0,337.0,337.0,337.0,337.0
Julie Rickards,118.0,165.507,185.07322,0.0,0.0
Gillian Skuse,278.0,380.61512,337.0,337.0,337.0
