Candidate,Round 1,Round 2,Round 3,Round 4
Rob Barsby,354.0,441.99816,446.85096,0.0
Theresa Ann Coull,1088.0,1088.0,923.0,923.0
Donald Gatt,1208.0,923.0,923.0,923.0
Iain Michael Grieve,375.0,382.07759999999996,509.61524999999995,569.72687
Ron Shepherd,665.0,765.266,783.1607,1069.2066399999999
