Candidate,Round 1,Round 2,Round 3,Round 4
Tina Ng-A-Mann,176.0,247.1257,0.0,0.0
Douglas Pover,751.0,768.6099000000002,796.1839,924.5023
Lorna Redford,493.0,527.0763,638.5786,0.0
Mac Roberts,1045.0,806.0,806.0,806.0
Gordon Walker,755.0,778.0987,800.8162000000001,928.1346
