Candidate,Round 1,Round 2,Round 3
Elidh Myrvang Brown,286.0,491.73868,519.60148
David Gordon,1129.0,1129.0,835.0
Juli Harris,1227.0,835.0,835.0
David Philip Mchutchon,23.0,30.667279999999998,50.45768000000001
Derek Ross,672.0,750.2701500000001,897.65655
