Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Drew Maceoghainn,509.0,620.6828,0.0,0.0,0.0
Jonathan Mccoll,1494.0,1082.0,1082.0,1082.0,1082.0
Sally Page,666.0,680.89104,731.02744,735.22006,0.0
Martin Rooney,938.0,1017.41888,1163.09792,1082.0,1082.0
Hazel Sorrell,719.0,782.14904,969.27656,1035.04284,1433.46828
