Candidate,Round 1,Round 2,Round 3,Round 4
Gary Cleaver,301.0,308.51146,312.71397,377.17823999999996
Steven Coutts,331.0,358.87147,345.0,345.0
Robert Henderson,430.0,345.0,345.0,345.0
Jim Johnston,159.0,183.11574000000002,186.88411,242.72248000000002
Alan William Skinner,158.0,176.18564,179.49875,0.0
