Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Frank Brown,448.0,466.93879,565.78408,566.31872,0.0
Patsy Gowans,515.0,526.97838,550.40643,566.79245,688.26195
Barry Alexander Jarvis,766.0,642.0,642.0,642.0,642.0
Darren Margach,241.0,274.18335,0.0,0.0,0.0
Mike Shand,596.0,612.51074,661.71936,642.0,642.0
