Candidate,Round 1,Round 2,Round 3,Round 4
Hazel Linda Al-Kowarri,426.0,495.40830000000005,601.0503,0.0
Allison Grant,1327.0,782.0,782.0,782.0
Sheena Margaret Lonchay,439.0,555.6388000000002,645.3343,1052.7253
Patricia Oddie,651.0,716.3013000000001,774.3186,826.8898
Richard Paul Openshaw,283.0,407.0314,0.0,0.0
