Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Zohaib Arshad,294.0,307.27761,310.33209,348.3613,0.0,0.0,0.0
Robert Bissett,1464.0,1464.0,1292.0,1292.0,1292.0,1292.0,1292.0
James Bundy,857.0,863.8529599999999,876.5408,880.6424400000001,912.94973,947.8745700000001,1277.89219
Robbie Burgess,399.0,423.41367,561.10023,604.1682300000002,651.31118,929.02044,0.0
Judith Mclaughlin,381.0,424.25931,428.84103,557.9653500000002,631.1049599999999,0.0,0.0
Cecil Meiklejohn,2260.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0
Iain Sinclair,801.0,1625.4967500000002,1625.4967500000002,1292.0,1292.0,1292.0,1292.0
